Label,create_age(months),expiry_age(months),update_age(days),url_l,url_dot_qty,url_hyphen_qty,url_underline_qty,url_slash_qty,url_question_qty,url_equals_qty,url_at_qty,url_and_qty,url_exclamation_qty,url_space_qty,url_tilde_qty,url_comma_qty,url_plus_qty,url_asterisk_qty,url_hashtag_qty,url_dollar_qty,url_percent_qty,domain_length,domain_dot_qty,domain_hyphen_qty,domain_underline_qty,domain_slash_qty,domain_question_qty,domain_equals_qty,domain_at_qty,domain_and_qty,domain_exclamation_qty,domain_space_qty,domain_tilde_qty,domain_comma_qty,domain_plus_qty,domain_asterisk_qty,domain_hashtag_qty,domain_dollar_qty,domain_percent_qty,path_length_qty,path_dot_qty,path_hyphen_qty,path_underline_qty,path_slash_qty,path_question_qty,path_equals_qty,path_at_qty,path_and_qty,path_exclamation_qty,path_space_qty,path_tilde_qty,path_comma_qty,path_plus_qty,path_asterisk_qty,path_hashtag_qty,path_dollar_qty,path_percent_qty,param_length,domain_in_ip,domain_has_client_server,domain_vowel_qty,tld_length,ttc,ssl_cert,redirects_qty,nameservers_qty,mx_servers_qty
0,153.4701426,18.85516934,417.2352941,34.18048128,5.168449198,0.131016043,0.029857398,3.321746881,0.006684492,0.008467023,0,0.001336898,0,0,0.028966132,0.001336898,0.00311943,0,0.000445633,0,0.000891266,18.8573975,2.059714795,0.077094474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.202317291,3.087344029,0.053921569,0.028074866,1.321746881,0,0.000445633,0,0,0,0,0.028966132,0.001336898,0.00311943,0,0,0,0.000891266,0.00802139,0,0.001336898,5.322638146,3.18315508,0.243791903,0.754901961,0.618983957,0.26114082,-0.061497326
1,36.67632094,6.47592955,144.9401174,58.32681018,5.437964775,0.491585127,0.118982387,4.943248532,0.095107632,0.073189824,0.006262231,0.025831703,0.000782779,0,0.021526419,0.001565558,0,0.000782779,0,0,0.070841487,20.41761252,1.969471624,0.223091977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02113503,3.163209393,0.247358121,0.071232877,2.912328767,-0.017221135,-0.012915851,-0.015655577,-0.017221135,-0.016438356,-0.017221135,0.004305284,-0.015655577,-0.017221135,-0.016438356,-0.017221135,-0.017221135,0.046183953,0.064187867,0.012133072,0.005088063,6.312720157,3.236399217,-0.327860894,-0.142074364,-0.331898239,0.181213307,-0.202348337
